date,wp5,train,u,v,ws,wd
2009-07-09 04:00:00,0.0,1.0,-1.77,-1.27,2.18,234.34
2009-07-09 05:00:00,0.0,1.0,-1.67,-1.46,2.22,228.93
2009-07-09 06:00:00,0.0,1.0,-1.59,-1.59,2.25,225.04
2009-07-09 07:00:00,0.0,1.0,-1.56,-1.62,2.25,224.0
2009-07-09 08:00:00,0.0,1.0,-1.57,-1.59,2.24,224.67
2009-07-09 09:00:00,0.01,1.0,-1.61,-1.59,2.27,225.33
2009-07-09 10:00:00,0.01,1.0,-1.67,-1.66,2.35,225.09
2009-07-09 11:00:00,0.01,1.0,-1.75,-1.67,2.42,226.38
2009-07-09 12:00:00,0.01,1.0,-1.88,-1.45,2.38,232.47
2009-07-09 13:00:00,0.0,1.0,-1.04,-0.98,1.43,226.62
2009-07-09 14:00:00,0.01,1.0,-1.35,-0.6,1.48,246.1
2009-07-09 15:00:00,0.02,1.0,-2.03,-0.1,2.03,267.31
2009-07-09 16:00:00,0.04,1.0,-2.88,0.46,2.92,279.05
2009-07-09 17:00:00,0.079,1.0,-3.64,0.96,3.76,284.74
2009-07-09 18:00:00,0.11900000000000001,1.0,-4.01,1.29,4.21,287.81
2009-07-09 19:00:00,0.14800000000000002,1.0,-3.81,1.38,4.05,289.85
2009-07-09 20:00:00,0.168,1.0,-3.32,1.29,3.56,291.31
2009-07-09 21:00:00,0.188,1.0,-2.93,1.16,3.15,291.58
2009-07-09 22:00:00,0.188,1.0,-2.94,1.06,3.12,289.88
2009-07-09 23:00:00,0.168,1.0,-3.18,1.0,3.33,287.43
2009-07-10 00:00:00,0.158,1.0,-3.4,0.94,3.53,285.52
2009-07-10 01:00:00,0.188,1.0,-2.71,1.11,2.93,292.34
2009-07-10 02:00:00,0.22699999999999998,1.0,-2.79,1.11,3.0,291.73
2009-07-10 03:00:00,0.188,1.0,-2.9,1.1,3.11,290.76
2009-07-10 04:00:00,0.128,1.0,-3.03,1.08,3.22,289.53
2009-07-10 05:00:00,0.11900000000000001,1.0,-3.1,0.99,3.26,287.74
2009-07-10 06:00:00,0.128,1.0,-3.05,0.81,3.16,284.79
2009-07-10 07:00:00,0.138,1.0,-2.84,0.5,2.88,280.03
2009-07-10 08:00:00,0.128,1.0,-2.57,0.23,2.58,275.01
2009-07-10 09:00:00,0.079,1.0,-2.4,0.16,2.4,273.76
2009-07-10 10:00:00,0.11900000000000001,1.0,-2.4,0.42,2.44,280.0
2009-07-10 11:00:00,0.099,1.0,-2.46,0.93,2.63,290.69
2009-07-10 12:00:00,0.04,1.0,-2.39,1.53,2.84,302.51
2009-07-10 13:00:00,0.01,1.0,-1.25,2.31,2.63,331.53
2009-07-10 14:00:00,0.04,1.0,-0.52,2.87,2.92,349.67
2009-07-10 15:00:00,0.04,1.0,0.0,3.33,3.33,359.93
2009-07-10 16:00:00,0.03,1.0,0.33,3.66,3.68,5.17
2009-07-10 17:00:00,0.04,1.0,0.56,3.83,3.87,8.32
2009-07-10 18:00:00,0.04,1.0,0.77,3.76,3.84,11.64
2009-07-10 19:00:00,0.03,1.0,1.0,3.45,3.59,16.19
2009-07-10 20:00:00,0.03,1.0,1.01,3.05,3.22,18.26
2009-07-10 21:00:00,0.01,1.0,0.5,2.79,2.83,10.09
2009-07-10 22:00:00,0.02,1.0,-0.67,2.8,2.88,346.58
2009-07-10 23:00:00,0.049,1.0,-1.97,2.98,3.57,326.57
2009-07-11 00:00:00,0.128,1.0,-2.72,3.16,4.17,319.27
2009-07-11 01:00:00,0.217,1.0,-3.14,2.27,3.87,305.82
2009-07-11 02:00:00,0.247,1.0,-2.46,2.94,3.83,320.09
2009-07-11 03:00:00,0.257,1.0,-1.12,3.58,3.75,342.68
2009-07-11 04:00:00,0.366,1.0,0.6,4.13,4.18,8.19
2009-07-11 05:00:00,0.46399999999999997,1.0,2.29,4.48,5.03,27.03
2009-07-11 06:00:00,0.7909999999999999,1.0,3.54,4.47,5.7,38.42
2009-07-11 07:00:00,0.711,1.0,4.07,4.04,5.74,45.21
2009-07-11 08:00:00,0.484,1.0,4.07,3.55,5.4,48.97
2009-07-11 09:00:00,0.415,1.0,3.86,3.4,5.15,48.59
2009-07-11 10:00:00,0.34600000000000003,1.0,3.7,3.83,5.33,43.99
2009-07-11 11:00:00,0.395,1.0,3.68,4.19,5.58,41.3
2009-07-11 12:00:00,0.395,1.0,3.85,3.62,5.28,46.72
2009-07-11 13:00:00,0.17800000000000002,1.0,4.15,0.82,4.23,78.78
2009-07-11 14:00:00,0.099,1.0,4.39,0.28,4.4,86.32
2009-07-11 15:00:00,0.0,1.0,4.78,-0.29,4.79,93.52
2009-07-11 16:00:00,0.08900000000000001,1.0,5.26,-0.85,5.33,99.13
2009-07-11 17:00:00,0.5429999999999999,1.0,5.77,-1.22,5.89,101.94
2009-07-11 18:00:00,0.455,1.0,6.21,-1.24,6.33,101.25
2009-07-11 19:00:00,0.613,1.0,6.54,-0.84,6.59,97.28
2009-07-11 20:00:00,0.34600000000000003,1.0,6.77,-0.45,6.78,93.77
2009-07-11 21:00:00,0.46399999999999997,1.0,6.91,-0.61,6.94,95.05
2009-07-11 22:00:00,0.494,1.0,6.94,-1.68,7.14,103.6
2009-07-11 23:00:00,0.514,1.0,6.53,-3.2,7.27,116.13
2009-07-12 00:00:00,0.445,1.0,5.3,-4.54,6.97,130.59
2009-07-12 01:00:00,0.445,1.0,2.94,-4.19,5.12,144.95
2009-07-12 02:00:00,0.583,1.0,0.72,-4.71,4.76,171.31
2009-07-12 03:00:00,0.623,1.0,-0.67,-4.69,4.74,188.13
2009-07-12 04:00:00,0.5529999999999999,1.0,-1.42,-4.29,4.52,198.26
2009-07-12 05:00:00,0.168,1.0,-1.76,-3.68,4.08,205.47
2009-07-12 06:00:00,0.059000000000000004,1.0,-1.94,-3.07,3.63,212.29
2009-07-12 07:00:00,0.03,1.0,-2.16,-2.59,3.37,219.85
2009-07-12 08:00:00,0.0,1.0,-2.33,-2.12,3.15,227.79
2009-07-12 09:00:00,0.049,1.0,-2.32,-1.48,2.75,237.51
2009-07-12 10:00:00,0.099,1.0,-2.02,-0.55,2.09,254.62
2009-07-12 11:00:00,0.049,1.0,-1.52,0.49,1.59,287.95
2009-07-12 12:00:00,0.02,1.0,-0.95,1.44,1.72,326.64
2009-07-12 13:00:00,0.0,1.0,-0.59,2.29,2.36,345.57
2009-07-12 14:00:00,0.0,1.0,0.01,2.52,2.52,0.3
2009-07-12 15:00:00,0.01,1.0,0.97,2.24,2.44,23.48
2009-07-12 16:00:00,0.02,1.0,2.12,1.62,2.67,52.68
2009-07-12 17:00:00,0.02,1.0,3.25,0.89,3.37,74.71
2009-07-12 18:00:00,0.059000000000000004,1.0,4.15,0.31,4.16,85.78
2009-07-12 19:00:00,0.069,1.0,4.65,0.03,4.65,89.6
2009-07-12 20:00:00,0.04,1.0,4.77,-0.12,4.78,91.42
2009-07-12 21:00:00,0.04,1.0,4.63,-0.42,4.64,95.21
2009-07-12 22:00:00,0.01,1.0,4.27,-1.07,4.4,104.1
2009-07-12 23:00:00,0.128,1.0,3.73,-1.96,4.22,117.69
2009-07-13 00:00:00,0.198,1.0,3.01,-2.89,4.17,133.76
2009-07-13 01:00:00,0.198,1.0,3.23,-2.93,4.36,132.21
2009-07-13 02:00:00,0.198,1.0,3.15,-3.67,4.83,139.35
2009-07-13 03:00:00,0.11900000000000001,1.0,2.67,-3.91,4.74,145.7
2009-07-13 04:00:00,0.11900000000000001,1.0,1.97,-3.79,4.27,152.61
2009-07-13 05:00:00,0.435,1.0,1.27,-3.44,3.67,159.74
2009-07-13 06:00:00,0.484,1.0,0.84,-3.01,3.13,164.43
2009-07-13 07:00:00,0.287,1.0,0.84,-2.62,2.75,162.2
2009-07-13 08:00:00,0.198,1.0,1.13,-2.31,2.57,153.96
2009-07-13 09:00:00,0.14800000000000002,1.0,1.47,-2.09,2.56,144.97
2009-07-13 10:00:00,0.069,1.0,1.68,-1.99,2.6,139.88
2009-07-13 11:00:00,0.059000000000000004,1.0,1.74,-1.96,2.62,138.41
2009-07-13 12:00:00,0.01,1.0,1.68,-1.96,2.58,139.32
2009-07-13 13:00:00,0.0,1.0,1.4,-1.5,2.05,136.99
2009-07-13 14:00:00,0.0,1.0,1.7,-1.26,2.12,126.57
2009-07-13 15:00:00,0.0,1.0,2.24,-1.2,2.54,118.1
2009-07-13 16:00:00,0.02,1.0,2.88,-1.27,3.15,113.82
2009-07-13 17:00:00,0.079,1.0,3.42,-1.49,3.74,113.59
2009-07-13 18:00:00,0.128,1.0,3.67,-1.89,4.12,117.22
2009-07-13 19:00:00,0.20800000000000002,1.0,3.46,-2.4,4.21,124.8
2009-07-13 20:00:00,0.22699999999999998,1.0,2.89,-2.78,4.01,133.9
2009-07-13 21:00:00,0.14800000000000002,1.0,2.09,-2.68,3.4,142.02
2009-07-13 22:00:00,0.138,1.0,1.22,-1.92,2.27,147.69
2009-07-13 23:00:00,0.109,1.0,0.44,-0.95,1.05,155.08
2009-07-14 00:00:00,0.04,1.0,-0.05,-0.35,0.36,187.5
2009-07-14 01:00:00,0.03,1.0,0.33,-1.73,1.76,169.02
2009-07-14 02:00:00,0.079,1.0,0.56,-2.5,2.56,167.43
2009-07-14 03:00:00,0.109,1.0,1.03,-2.95,3.12,160.78
2009-07-14 04:00:00,0.198,1.0,1.62,-3.15,3.55,152.77
2009-07-14 05:00:00,0.504,1.0,2.17,-3.18,3.85,145.66
2009-07-14 06:00:00,0.573,1.0,2.49,-3.09,3.97,141.11
2009-07-14 07:00:00,0.366,1.0,2.46,-2.96,3.85,140.25
2009-07-14 08:00:00,0.22699999999999998,1.0,2.17,-2.88,3.6,143.0
2009-07-14 09:00:00,0.109,1.0,1.75,-2.92,3.41,149.13
2009-07-14 10:00:00,0.128,1.0,1.34,-3.14,3.41,156.98
2009-07-14 11:00:00,0.22699999999999998,1.0,1.04,-3.38,3.54,162.91
2009-07-14 12:00:00,0.079,1.0,0.96,-3.44,3.57,164.37
2009-07-14 13:00:00,0.04,1.0,0.59,-3.11,3.16,169.33
2009-07-14 14:00:00,0.0,1.0,0.48,-2.67,2.71,169.88
2009-07-14 15:00:00,0.0,1.0,0.58,-2.16,2.24,164.87
2009-07-14 16:00:00,0.01,1.0,0.82,-1.62,1.82,153.01
2009-07-14 17:00:00,0.01,1.0,1.11,-1.1,1.56,134.74
2009-07-14 18:00:00,0.049,1.0,1.34,-0.67,1.5,116.42
2009-07-14 19:00:00,0.099,1.0,1.45,-0.37,1.5,104.14
2009-07-14 20:00:00,0.128,1.0,1.36,-0.09,1.37,93.7
2009-07-14 21:00:00,0.20800000000000002,1.0,1.01,0.3,1.05,73.31
2009-07-14 22:00:00,0.11900000000000001,1.0,0.38,0.89,0.97,23.1
2009-07-14 23:00:00,0.138,1.0,-0.31,1.56,1.59,348.78
2009-07-15 00:00:00,0.099,1.0,-0.79,2.13,2.27,339.69
2009-07-15 01:00:00,0.059000000000000004,1.0,0.47,2.09,2.14,12.57
2009-07-15 02:00:00,0.049,1.0,0.57,2.38,2.45,13.41
2009-07-15 03:00:00,0.04,1.0,0.45,2.54,2.58,9.98
2009-07-15 04:00:00,0.049,1.0,0.17,2.6,2.6,3.84
2009-07-15 05:00:00,0.059000000000000004,1.0,-0.16,2.59,2.59,356.57
2009-07-15 06:00:00,0.109,1.0,-0.44,2.54,2.58,350.15
2009-07-15 07:00:00,0.08900000000000001,1.0,-0.61,2.49,2.57,346.18
2009-07-15 08:00:00,0.069,1.0,-0.72,2.51,2.61,343.91
2009-07-15 09:00:00,0.099,1.0,-0.85,2.66,2.79,342.24
2009-07-15 10:00:00,0.138,1.0,-1.05,2.99,3.17,340.64
2009-07-15 11:00:00,0.217,1.0,-1.28,3.49,3.72,339.91
2009-07-15 12:00:00,0.158,1.0,-1.45,4.1,4.34,340.54
2009-07-15 13:00:00,0.11900000000000001,1.0,-1.0,4.43,4.54,347.29
2009-07-15 14:00:00,0.128,1.0,-0.62,5.03,5.07,352.99
2009-07-15 15:00:00,0.109,1.0,-0.14,5.52,5.52,358.5
2009-07-15 16:00:00,0.109,1.0,0.35,5.89,5.9,3.4
2009-07-15 17:00:00,0.109,1.0,0.67,6.11,6.14,6.27
2009-07-15 18:00:00,0.08900000000000001,1.0,0.59,6.17,6.2,5.46
2009-07-15 19:00:00,0.316,1.0,0.04,6.06,6.06,0.34
2009-07-15 20:00:00,0.415,1.0,-0.44,5.72,5.73,355.56
2009-07-15 21:00:00,0.474,1.0,-0.15,5.08,5.08,358.34
