date,wp3,train,u,v,ws,wd
2009-07-03 01:00:00,0.397,1.0,3.99,-3.39,5.23,130.32
2009-07-03 02:00:00,0.29600000000000004,1.0,3.69,-3.27,4.93,131.51
2009-07-03 03:00:00,0.259,1.0,3.42,-2.99,4.54,131.16
2009-07-03 04:00:00,0.20600000000000002,1.0,3.17,-2.61,4.11,129.47
2009-07-03 05:00:00,0.122,1.0,2.96,-2.23,3.71,127.02
2009-07-03 06:00:00,0.10099999999999999,1.0,2.78,-1.94,3.39,124.91
2009-07-03 07:00:00,0.106,1.0,2.64,-1.8,3.2,124.34
2009-07-03 08:00:00,0.138,1.0,2.54,-1.77,3.1,124.82
2009-07-03 09:00:00,0.069,1.0,2.5,-1.76,3.06,125.05
2009-07-03 10:00:00,0.053,1.0,2.53,-1.71,3.06,124.06
2009-07-03 11:00:00,0.085,1.0,2.67,-1.7,3.17,122.54
2009-07-03 12:00:00,0.069,1.0,2.96,-1.83,3.48,121.66
2009-07-03 13:00:00,0.106,1.0,3.53,-2.4,4.27,124.23
2009-07-03 14:00:00,0.14300000000000002,1.0,4.01,-2.91,4.96,125.97
2009-07-03 15:00:00,0.127,1.0,4.53,-3.37,5.65,126.67
2009-07-03 16:00:00,0.159,1.0,5.03,-3.77,6.29,126.85
2009-07-03 17:00:00,0.259,1.0,5.48,-4.11,6.85,126.84
2009-07-03 18:00:00,0.455,1.0,5.82,-4.37,7.28,126.89
2009-07-03 19:00:00,0.524,1.0,6.02,-4.56,7.55,127.14
2009-07-03 20:00:00,0.49700000000000005,1.0,6.0,-4.61,7.57,127.58
2009-07-03 21:00:00,0.529,1.0,5.67,-4.47,7.22,128.21
2009-07-03 22:00:00,0.49200000000000005,1.0,5.02,-4.08,6.47,129.11
2009-07-03 23:00:00,0.36,1.0,4.18,-3.53,5.47,130.22
2009-07-04 00:00:00,0.212,1.0,3.36,-2.94,4.47,131.23
2009-07-04 01:00:00,0.09,1.0,2.8,-2.38,3.68,130.32
2009-07-04 02:00:00,0.07400000000000001,1.0,2.23,-2.0,2.99,131.94
2009-07-04 03:00:00,0.057999999999999996,1.0,1.83,-1.83,2.59,134.98
2009-07-04 04:00:00,0.021,1.0,1.58,-1.77,2.37,138.26
2009-07-04 05:00:00,0.042,1.0,1.44,-1.69,2.22,139.52
2009-07-04 06:00:00,0.037000000000000005,1.0,1.36,-1.41,1.96,136.06
2009-07-04 07:00:00,0.016,1.0,1.32,-0.87,1.58,123.27
2009-07-04 08:00:00,0.0,1.0,1.31,-0.21,1.33,99.21
2009-07-04 09:00:00,0.0,1.0,1.33,0.32,1.37,76.69
2009-07-04 10:00:00,0.0,1.0,1.4,0.54,1.5,69.09
2009-07-04 11:00:00,0.0,1.0,1.56,0.48,1.63,72.74
2009-07-04 12:00:00,0.016,1.0,1.85,0.25,1.86,82.31
2009-07-04 13:00:00,0.037000000000000005,1.0,2.08,0.03,2.08,89.05
2009-07-04 14:00:00,0.026000000000000002,1.0,2.67,-0.4,2.7,98.5
2009-07-04 15:00:00,0.011000000000000001,1.0,3.23,-1.08,3.41,108.45
2009-07-04 16:00:00,0.005,1.0,3.72,-1.89,4.17,116.9
2009-07-04 17:00:00,0.021,1.0,4.11,-2.7,4.92,123.29
2009-07-04 18:00:00,0.037000000000000005,1.0,4.36,-3.37,5.51,127.73
2009-07-04 19:00:00,0.042,1.0,4.44,-3.8,5.84,130.57
2009-07-04 20:00:00,0.053,1.0,4.32,-3.96,5.86,132.51
2009-07-04 21:00:00,0.085,1.0,3.98,-3.86,5.55,134.12
2009-07-04 22:00:00,0.079,1.0,3.45,-3.53,4.94,135.69
2009-07-04 23:00:00,0.057999999999999996,1.0,2.86,-3.04,4.18,136.8
2009-07-05 00:00:00,0.042,1.0,2.4,-2.49,3.46,136.03
2009-07-05 01:00:00,0.032,1.0,3.06,-1.14,3.26,110.49
2009-07-05 02:00:00,0.021,1.0,3.03,-0.61,3.09,101.41
2009-07-05 03:00:00,0.016,1.0,2.47,-0.45,2.51,100.32
2009-07-05 04:00:00,0.005,1.0,1.63,-0.49,1.7,106.68
2009-07-05 05:00:00,0.021,1.0,0.83,-0.43,0.93,117.6
2009-07-05 06:00:00,0.032,1.0,0.42,0.04,0.42,84.74
2009-07-05 07:00:00,0.037000000000000005,1.0,0.66,1.1,1.28,30.95
2009-07-05 08:00:00,0.057999999999999996,1.0,1.32,2.3,2.65,29.98
2009-07-05 09:00:00,0.122,1.0,2.11,3.04,3.7,34.69
2009-07-05 10:00:00,0.159,1.0,2.74,2.91,4.0,43.23
2009-07-05 11:00:00,0.14800000000000002,1.0,3.14,2.15,3.81,55.67
2009-07-05 12:00:00,0.185,1.0,3.3,1.16,3.5,70.64
2009-07-05 13:00:00,0.14300000000000002,1.0,2.84,-0.38,2.87,97.56
2009-07-05 14:00:00,0.079,1.0,3.1,-0.83,3.21,105.08
2009-07-05 15:00:00,0.021,1.0,3.56,-1.38,3.81,111.14
2009-07-05 16:00:00,0.085,1.0,4.14,-1.97,4.58,115.48
2009-07-05 17:00:00,0.053,1.0,4.74,-2.61,5.41,118.88
2009-07-05 18:00:00,0.042,1.0,5.27,-3.3,6.21,122.07
2009-07-05 19:00:00,0.106,1.0,5.63,-4.0,6.9,125.39
2009-07-05 20:00:00,0.19,1.0,5.75,-4.56,7.34,128.43
2009-07-05 21:00:00,0.20600000000000002,1.0,5.57,-4.82,7.37,130.87
2009-07-05 22:00:00,0.185,1.0,5.05,-4.65,6.86,132.67
2009-07-05 23:00:00,0.317,1.0,4.25,-4.17,5.96,134.46
2009-07-06 00:00:00,0.153,1.0,3.29,-3.56,4.85,137.22
2009-07-06 01:00:00,0.048,1.0,2.02,-2.59,3.29,142.08
2009-07-06 02:00:00,0.085,1.0,1.35,-2.26,2.63,149.06
2009-07-06 03:00:00,0.138,1.0,1.61,-2.12,2.66,142.83
2009-07-06 04:00:00,0.233,1.0,2.46,-2.13,3.25,130.78
2009-07-06 05:00:00,0.37,1.0,3.49,-2.2,4.13,122.24
2009-07-06 06:00:00,0.54,1.0,4.24,-2.27,4.81,118.21
2009-07-06 07:00:00,0.54,1.0,4.37,-2.27,4.93,117.49
2009-07-06 08:00:00,0.48100000000000004,1.0,4.13,-2.23,4.7,118.33
2009-07-06 09:00:00,0.47100000000000003,1.0,3.9,-2.18,4.47,119.14
2009-07-06 10:00:00,0.196,1.0,3.96,-2.16,4.51,118.65
2009-07-06 11:00:00,0.153,1.0,4.22,-2.27,4.8,118.27
2009-07-06 12:00:00,0.23800000000000002,1.0,4.52,-2.58,5.2,119.78
2009-07-06 13:00:00,0.132,1.0,4.22,-2.5,4.9,120.61
2009-07-06 14:00:00,0.127,1.0,4.37,-3.0,5.3,124.49
2009-07-06 15:00:00,0.201,1.0,4.42,-3.42,5.59,127.76
2009-07-06 16:00:00,0.243,1.0,4.38,-3.73,5.76,130.4
2009-07-06 17:00:00,0.344,1.0,4.29,-3.88,5.78,132.08
2009-07-06 18:00:00,0.397,1.0,4.17,-3.79,5.64,132.27
2009-07-06 19:00:00,0.45,1.0,4.04,-3.46,5.32,130.56
2009-07-06 20:00:00,0.47600000000000003,1.0,3.91,-3.02,4.94,127.71
2009-07-06 21:00:00,0.49700000000000005,1.0,3.77,-2.67,4.62,125.25
2009-07-06 22:00:00,0.635,1.0,3.64,-2.53,4.43,124.8
2009-07-06 23:00:00,0.619,1.0,3.52,-2.54,4.34,125.9
2009-07-07 00:00:00,0.519,1.0,3.41,-2.59,4.28,127.24
2009-07-07 01:00:00,0.413,1.0,3.97,-2.89,4.91,126.08
2009-07-07 02:00:00,0.402,1.0,3.62,-2.61,4.46,125.75
2009-07-07 03:00:00,0.29100000000000004,1.0,3.35,-2.35,4.09,124.96
2009-07-07 04:00:00,0.196,1.0,3.16,-2.12,3.81,123.92
2009-07-07 05:00:00,0.14800000000000002,1.0,3.02,-1.97,3.61,123.13
2009-07-07 06:00:00,0.14300000000000002,1.0,2.94,-1.93,3.51,123.23
2009-07-07 07:00:00,0.09,1.0,2.9,-2.0,3.52,124.57
2009-07-07 08:00:00,0.07400000000000001,1.0,2.9,-2.14,3.6,126.48
2009-07-07 09:00:00,0.11599999999999999,1.0,2.91,-2.28,3.69,128.08
2009-07-07 10:00:00,0.153,1.0,2.94,-2.36,3.77,128.71
2009-07-07 11:00:00,0.16899999999999998,1.0,3.05,-2.38,3.87,127.95
2009-07-07 12:00:00,0.201,1.0,3.34,-2.38,4.1,125.56
2009-07-07 13:00:00,0.16899999999999998,1.0,3.98,-2.89,4.92,125.99
2009-07-07 14:00:00,0.228,1.0,4.46,-2.96,5.36,123.52
2009-07-07 15:00:00,0.28600000000000003,1.0,4.94,-3.25,5.91,123.33
2009-07-07 16:00:00,0.14800000000000002,1.0,5.36,-3.67,6.49,124.38
2009-07-07 17:00:00,0.14300000000000002,1.0,5.63,-4.08,6.96,125.93
2009-07-07 18:00:00,0.153,1.0,5.66,-4.35,7.14,127.57
2009-07-07 19:00:00,0.196,1.0,5.38,-4.38,6.94,129.15
2009-07-07 20:00:00,0.243,1.0,4.97,-4.24,6.53,130.5
2009-07-07 21:00:00,0.317,1.0,4.61,-4.04,6.13,131.25
2009-07-07 22:00:00,0.344,1.0,4.44,-3.86,5.88,130.99
2009-07-07 23:00:00,0.28600000000000003,1.0,4.29,-3.62,5.61,130.16
2009-07-08 00:00:00,0.254,1.0,3.91,-3.22,5.06,129.5
2009-07-08 01:00:00,0.19,1.0,2.75,-2.51,3.73,132.39
2009-07-08 02:00:00,0.14300000000000002,1.0,2.09,-2.11,2.97,135.39
2009-07-08 03:00:00,0.159,1.0,1.73,-1.91,2.58,137.89
2009-07-08 04:00:00,0.138,1.0,1.6,-1.86,2.45,139.33
2009-07-08 05:00:00,0.069,1.0,1.58,-1.91,2.48,140.39
2009-07-08 06:00:00,0.063,1.0,1.56,-2.02,2.56,142.39
2009-07-08 07:00:00,0.057999999999999996,1.0,1.45,-2.15,2.59,146.04
2009-07-08 08:00:00,0.063,1.0,1.32,-2.22,2.58,149.36
2009-07-08 09:00:00,0.10099999999999999,1.0,1.27,-2.17,2.51,149.6
2009-07-08 10:00:00,0.053,1.0,1.37,-1.97,2.4,145.1
2009-07-08 11:00:00,0.042,1.0,1.47,-1.78,2.31,140.52
2009-07-08 12:00:00,0.048,1.0,1.35,-1.82,2.27,143.33
2009-07-08 13:00:00,0.042,1.0,0.69,-2.86,2.94,166.49
2009-07-08 14:00:00,0.026000000000000002,1.0,0.35,-3.27,3.28,173.89
2009-07-08 15:00:00,0.011000000000000001,1.0,0.29,-3.37,3.38,175.09
2009-07-08 16:00:00,0.005,1.0,0.44,-3.26,3.29,172.36
2009-07-08 17:00:00,0.021,1.0,0.71,-3.04,3.12,166.8
2009-07-08 18:00:00,0.042,1.0,1.03,-2.81,3.0,159.87
2009-07-08 19:00:00,0.037000000000000005,1.0,1.32,-2.67,2.98,153.64
2009-07-08 20:00:00,0.032,1.0,1.58,-2.59,3.04,148.72
2009-07-08 21:00:00,0.005,1.0,1.79,-2.55,3.12,144.91
2009-07-08 22:00:00,0.069,1.0,1.97,-2.51,3.19,141.9
2009-07-08 23:00:00,0.10099999999999999,1.0,2.06,-2.44,3.19,139.84
2009-07-09 00:00:00,0.11599999999999999,1.0,2.01,-2.32,3.07,138.99
2009-07-09 01:00:00,0.10099999999999999,1.0,1.93,-1.4,2.38,125.94
2009-07-09 02:00:00,0.042,1.0,1.56,-1.3,2.03,129.7
2009-07-09 03:00:00,0.005,1.0,0.87,-1.33,1.59,146.89
2009-07-09 04:00:00,0.0,1.0,0.0,-1.43,1.43,179.84
2009-07-09 05:00:00,0.0,1.0,-0.8,-1.49,1.69,208.14
2009-07-09 06:00:00,0.0,1.0,-1.29,-1.4,1.9,222.5
2009-07-09 07:00:00,0.0,1.0,-1.3,-1.1,1.7,229.91
2009-07-09 08:00:00,0.0,1.0,-1.06,-0.67,1.25,237.83
2009-07-09 09:00:00,0.0,1.0,-0.85,-0.24,0.88,254.25
2009-07-09 10:00:00,0.0,1.0,-0.88,0.09,0.89,275.88
2009-07-09 11:00:00,0.0,1.0,-1.06,0.38,1.13,289.9
2009-07-09 12:00:00,0.005,1.0,-1.18,0.74,1.39,301.95
2009-07-09 13:00:00,0.0,1.0,-0.68,1.81,1.94,339.4
2009-07-09 14:00:00,0.0,1.0,-0.37,2.24,2.27,350.69
2009-07-09 15:00:00,0.011000000000000001,1.0,-0.19,2.67,2.68,355.88
2009-07-09 16:00:00,0.011000000000000001,1.0,-0.15,3.11,3.11,357.22
2009-07-09 17:00:00,0.005,1.0,-0.25,3.55,3.56,355.96
2009-07-09 18:00:00,0.037000000000000005,1.0,-0.5,4.03,4.06,352.86
2009-07-09 19:00:00,0.106,1.0,-0.91,4.54,4.63,348.7
2009-07-09 20:00:00,0.185,1.0,-1.38,4.95,5.14,344.42
2009-07-09 21:00:00,0.302,1.0,-1.83,5.11,5.42,340.32
2009-07-09 22:00:00,0.429,1.0,-2.16,4.9,5.36,336.17
2009-07-09 23:00:00,0.46,1.0,-2.37,4.41,5.0,331.74
2009-07-10 00:00:00,0.413,1.0,-2.43,3.75,4.47,327.06
2009-07-10 01:00:00,0.48700000000000004,1.0,-1.98,3.2,3.76,328.31
2009-07-10 02:00:00,0.49200000000000005,1.0,-1.86,2.41,3.05,322.36
2009-07-10 03:00:00,0.545,1.0,-1.75,2.07,2.71,319.79
2009-07-10 04:00:00,0.5770000000000001,1.0,-1.63,2.06,2.63,321.6
2009-07-10 05:00:00,0.5770000000000001,1.0,-1.5,2.23,2.69,326.11
2009-07-10 06:00:00,0.5710000000000001,1.0,-1.32,2.39,2.73,331.21
2009-07-10 07:00:00,0.556,1.0,-1.08,2.45,2.68,336.16
2009-07-10 08:00:00,0.534,1.0,-0.85,2.55,2.68,341.59
2009-07-10 09:00:00,0.6559999999999999,1.0,-0.68,2.9,2.98,346.87
2009-07-10 10:00:00,0.6829999999999999,1.0,-0.6,3.64,3.69,350.64
2009-07-10 11:00:00,0.608,1.0,-0.5,4.48,4.51,353.65
2009-07-10 12:00:00,0.455,1.0,-0.22,5.07,5.07,357.5
2009-07-10 13:00:00,0.47100000000000003,1.0,-0.03,6.0,6.0,359.69
2009-07-10 14:00:00,0.6509999999999999,1.0,0.54,6.21,6.23,4.93
2009-07-10 15:00:00,0.5710000000000001,1.0,1.43,6.36,6.52,12.66
2009-07-10 16:00:00,0.429,1.0,2.49,6.45,6.91,21.08
2009-07-10 17:00:00,0.46,1.0,3.56,6.46,7.38,28.82
2009-07-10 18:00:00,0.529,1.0,4.49,6.39,7.81,35.08
2009-07-10 19:00:00,0.397,1.0,5.13,6.22,8.06,39.47
2009-07-10 20:00:00,0.47600000000000003,1.0,5.25,5.91,7.91,41.63
2009-07-10 21:00:00,0.265,1.0,4.64,5.39,7.11,40.7
2009-07-10 22:00:00,0.16399999999999998,1.0,3.22,4.65,5.66,34.72
2009-07-10 23:00:00,0.138,1.0,1.62,3.83,4.16,22.89
2009-07-11 00:00:00,0.063,1.0,0.59,3.1,3.16,10.78
2009-07-11 01:00:00,0.048,1.0,2.41,1.68,2.94,55.12
2009-07-11 02:00:00,0.063,1.0,2.07,1.74,2.7,49.88
2009-07-11 03:00:00,0.053,1.0,1.82,2.07,2.76,41.33
2009-07-11 04:00:00,0.079,1.0,1.71,2.5,3.03,34.4
2009-07-11 05:00:00,0.069,1.0,1.82,2.72,3.28,33.79
2009-07-11 06:00:00,0.063,1.0,2.28,2.43,3.33,43.11
2009-07-11 07:00:00,0.037000000000000005,1.0,3.1,1.44,3.42,65.0
2009-07-11 08:00:00,0.09,1.0,3.92,0.1,3.92,88.49
2009-07-11 09:00:00,0.275,1.0,4.29,-1.11,4.44,104.5
2009-07-11 10:00:00,0.36,1.0,3.92,-1.83,4.33,115.05
2009-07-11 11:00:00,0.185,1.0,3.21,-2.17,3.87,124.06
2009-07-11 12:00:00,0.11599999999999999,1.0,2.69,-2.33,3.56,130.8
2009-07-11 13:00:00,0.069,1.0,3.71,-1.73,4.09,114.96
2009-07-11 14:00:00,0.09,1.0,4.35,-2.14,4.85,116.16
2009-07-11 15:00:00,0.212,1.0,5.26,-2.78,5.95,117.84
2009-07-11 16:00:00,0.254,1.0,6.28,-3.53,7.21,119.37
2009-07-11 17:00:00,0.45,1.0,7.2,-4.28,8.38,120.72
2009-07-11 18:00:00,0.55,1.0,7.81,-4.89,9.21,122.04
2009-07-11 19:00:00,0.608,1.0,7.94,-5.24,9.51,123.42
2009-07-11 20:00:00,0.688,1.0,7.69,-5.27,9.32,124.44
2009-07-11 21:00:00,0.72,1.0,7.2,-4.92,8.72,124.37
2009-07-11 22:00:00,0.746,1.0,6.6,-4.19,7.82,122.43
2009-07-11 23:00:00,0.7140000000000001,1.0,5.9,-3.28,6.75,119.04
2009-07-12 00:00:00,0.741,1.0,5.11,-2.44,5.66,115.54
2009-07-12 01:00:00,0.735,1.0,3.66,-2.52,4.45,124.48
2009-07-12 02:00:00,0.63,1.0,2.84,-2.04,3.5,125.66
2009-07-12 03:00:00,0.54,1.0,2.72,-1.52,3.11,119.22
2009-07-12 04:00:00,0.418,1.0,3.05,-1.01,3.21,108.41
2009-07-12 05:00:00,0.307,1.0,3.54,-0.63,3.6,100.01
2009-07-12 06:00:00,0.14800000000000002,1.0,3.89,-0.46,3.91,96.79
2009-07-12 07:00:00,0.063,1.0,3.84,-0.59,3.89,98.67
2009-07-12 08:00:00,0.057999999999999996,1.0,3.48,-0.84,3.58,103.57
2009-07-12 09:00:00,0.069,1.0,2.94,-1.02,3.11,109.07
2009-07-12 10:00:00,0.053,1.0,2.37,-0.98,2.56,112.35
2009-07-12 11:00:00,0.037000000000000005,1.0,1.94,-0.85,2.12,113.52
2009-07-12 12:00:00,0.026000000000000002,1.0,1.83,-0.83,2.01,114.26
2009-07-12 13:00:00,0.005,1.0,2.26,-1.46,2.69,122.8
2009-07-12 14:00:00,0.0,1.0,2.86,-1.91,3.43,123.72
2009-07-12 15:00:00,0.005,1.0,3.61,-2.39,4.33,123.49
2009-07-12 16:00:00,0.005,1.0,4.42,-2.86,5.26,122.91
2009-07-12 17:00:00,0.005,1.0,5.18,-3.3,6.14,122.52
2009-07-12 18:00:00,0.053,1.0,5.76,-3.69,6.84,122.62
2009-07-12 19:00:00,0.069,1.0,6.09,-3.99,7.28,123.23
2009-07-12 20:00:00,0.122,1.0,6.15,-4.08,7.38,123.61
2009-07-12 21:00:00,0.153,1.0,5.95,-3.84,7.08,122.83
2009-07-12 22:00:00,0.29100000000000004,1.0,5.54,-3.19,6.39,119.93
2009-07-12 23:00:00,0.349,1.0,5.02,-2.35,5.54,115.11
2009-07-13 00:00:00,0.344,1.0,4.51,-1.61,4.79,109.68
2009-07-13 01:00:00,0.344,1.0,3.96,-1.73,4.32,113.63
2009-07-13 02:00:00,0.349,1.0,3.36,-1.42,3.64,112.85
2009-07-13 03:00:00,0.29600000000000004,1.0,2.91,-1.45,3.25,116.41
2009-07-13 04:00:00,0.132,1.0,2.59,-1.69,3.1,123.08
2009-07-13 05:00:00,0.175,1.0,2.4,-1.96,3.1,129.3
2009-07-13 06:00:00,0.11599999999999999,1.0,2.31,-2.07,3.1,131.77
2009-07-13 07:00:00,0.11599999999999999,1.0,2.32,-1.87,2.97,128.85
2009-07-13 08:00:00,0.069,1.0,2.35,-1.49,2.79,122.4
2009-07-13 09:00:00,0.069,1.0,2.36,-1.15,2.62,115.97
2009-07-13 10:00:00,0.057999999999999996,1.0,2.31,-1.0,2.51,113.35
2009-07-13 11:00:00,0.063,1.0,2.34,-1.06,2.57,114.38
2009-07-13 12:00:00,0.07400000000000001,1.0,2.65,-1.34,2.96,116.82
2009-07-13 13:00:00,0.111,1.0,3.04,-1.64,3.46,118.36
2009-07-13 14:00:00,0.11599999999999999,1.0,3.81,-1.99,4.3,117.52
2009-07-13 15:00:00,0.057999999999999996,1.0,4.76,-2.53,5.4,117.98
2009-07-13 16:00:00,0.057999999999999996,1.0,5.77,-3.19,6.59,118.93
2009-07-13 17:00:00,0.14300000000000002,1.0,6.65,-3.86,7.69,120.15
2009-07-13 18:00:00,0.5770000000000001,1.0,7.21,-4.45,8.47,121.68
2009-07-13 19:00:00,0.725,1.0,7.32,-4.86,8.78,123.58
2009-07-13 20:00:00,0.815,1.0,7.06,-5.02,8.66,125.45
2009-07-13 21:00:00,0.772,1.0,6.56,-4.88,8.18,126.65
2009-07-13 22:00:00,0.561,1.0,5.94,-4.42,7.4,126.62
2009-07-13 23:00:00,0.249,1.0,5.19,-3.79,6.42,126.12
2009-07-14 00:00:00,0.111,1.0,4.26,-3.2,5.32,126.9
2009-07-14 01:00:00,0.085,1.0,3.01,-2.65,4.01,131.33
2009-07-14 02:00:00,0.048,1.0,2.32,-2.19,3.19,133.39
2009-07-14 03:00:00,0.063,1.0,2.03,-1.74,2.68,130.63
2009-07-14 04:00:00,0.057999999999999996,1.0,2.03,-1.33,2.43,123.3
2009-07-14 05:00:00,0.106,1.0,2.15,-1.0,2.37,115.01
2009-07-14 06:00:00,0.106,1.0,2.21,-0.79,2.35,109.77
2009-07-14 07:00:00,0.079,1.0,2.09,-0.74,2.22,109.4
2009-07-14 08:00:00,0.057999999999999996,1.0,1.86,-0.77,2.01,112.56
2009-07-14 09:00:00,0.021,1.0,1.61,-0.82,1.81,116.9
2009-07-14 10:00:00,0.026000000000000002,1.0,1.44,-0.82,1.66,119.53
2009-07-14 11:00:00,0.032,1.0,1.37,-0.81,1.59,120.54
2009-07-14 12:00:00,0.021,1.0,1.41,-0.86,1.65,121.4
2009-07-14 13:00:00,0.0,1.0,1.69,-1.07,1.99,122.29
2009-07-14 14:00:00,0.0,1.0,1.98,-1.54,2.5,127.89
2009-07-14 15:00:00,0.0,1.0,2.28,-1.94,2.99,130.43
2009-07-14 16:00:00,0.0,1.0,2.56,-2.26,3.41,131.45
2009-07-14 17:00:00,0.0,1.0,2.79,-2.46,3.72,131.41
2009-07-14 18:00:00,0.0,1.0,2.94,-2.5,3.86,130.36
2009-07-14 19:00:00,0.016,1.0,2.98,-2.37,3.81,128.42
2009-07-14 20:00:00,0.005,1.0,2.83,-2.13,3.54,126.9
2009-07-14 21:00:00,0.016,1.0,2.4,-1.88,3.05,128.01
2009-07-14 22:00:00,0.011000000000000001,1.0,1.64,-1.66,2.34,135.28
2009-07-14 23:00:00,0.0,1.0,0.7,-1.33,1.5,152.26
2009-07-15 00:00:00,0.0,1.0,-0.25,-0.69,0.74,199.9
2009-07-15 01:00:00,0.0,1.0,-1.55,0.02,1.55,270.84
2009-07-15 02:00:00,0.0,1.0,-2.09,1.05,2.34,296.6
2009-07-15 03:00:00,0.021,1.0,-2.13,1.91,2.86,311.78
2009-07-15 04:00:00,0.063,1.0,-1.87,2.58,3.18,324.1
2009-07-15 05:00:00,0.07400000000000001,1.0,-1.59,2.98,3.38,331.98
2009-07-15 06:00:00,0.228,1.0,-1.62,3.02,3.43,331.85
2009-07-15 07:00:00,0.413,1.0,-2.15,2.68,3.44,321.24
2009-07-15 08:00:00,0.46,1.0,-2.9,2.26,3.68,307.97
2009-07-15 09:00:00,0.614,1.0,-3.45,2.17,4.07,302.13
2009-07-15 10:00:00,0.619,1.0,-3.5,2.66,4.39,307.22
2009-07-15 11:00:00,0.508,1.0,-3.2,3.51,4.75,317.66
2009-07-15 12:00:00,0.857,1.0,-2.81,4.38,5.2,327.3
2009-07-15 13:00:00,0.831,1.0,-2.5,4.98,5.57,333.31
2009-07-15 14:00:00,0.9259999999999999,1.0,-2.49,5.53,6.07,335.81
2009-07-15 15:00:00,0.868,1.0,-2.7,5.96,6.55,335.62
2009-07-15 16:00:00,0.81,1.0,-3.01,6.24,6.93,334.27
2009-07-15 17:00:00,0.6509999999999999,1.0,-3.13,6.3,7.04,333.57
